EXPRESSION;FITNESS;TIME (Milliseconds);
CISH = (((sine seq499_SEC31A(t - 1)) + (seq1350_PRPS2(t - 1) / seq390_LIG1(t - 1))) * (log ((((sine seq499_SEC31A(t - 1)) + (seq1350_PRPS2(t - 1) / seq390_LIG1(t - 1))) * (log (seq640_FLJ39827(t - 1) * seq1167_SLAMF6(t - 1)))) * seq1167_SLAMF6(t - 1)))) + (cosine ((seq818_BRE(t - 1) - seq41_SLC41A1(t - 1)) - (seq1350_PRPS2(t - 1) / seq390_LIG1(t - 1))));3,86;2069
SNX4 = seq140_OMA1(t - 1);1,25;2029
KLRG1 = ((log (10.0 + seq61_BRPF3(t - 1))) + (sine (seq256_INSIG1(t - 1) / (((log (10.0 + seq61_BRPF3(t - 1))) + (seq1300_BRE(t - 1) / seq817_CDC2L5(t - 1))) / (sine ((seq1300_BRE(t - 1) / seq817_CDC2L5(t - 1)) / (log seq95_BRWD2(t - 1)))))))) / (sine ((seq1300_BRE(t - 1) / seq817_CDC2L5(t - 1)) / (log seq95_BRWD2(t - 1))));2,72;2057
MAST3 = seq1229_SLC37A3(t - 1);1,45;2007
TMEM70 = seq705_C22orf29(t - 1);1,97;2006
IKZF4 = log (((seq589_SNX4(t - 1) + seq828_RIPK5(t - 1)) + (seq968_CUGBP2(t - 1) / seq373_LOC339344(t - 1))) * ((seq145_GMCL1(t - 1) * seq291_PRDM4(t - 1)) + (seq145_GMCL1(t - 1) * seq291_PRDM4(t - 1))));2,22;2016
RHOBTB3 = seq1007_FSCN1(t - 1);1,63;2031
IFI35 = seq1247_FAM110A(t - 1);2,57;2048
BRPF3 = seq27_WDR19(t - 1);1,17;2006
TTC39C = seq84_FLOT1(t - 1);1,64;2063
CD28 = log (((log ((sine (sine seq1165_GMCL1(t - 1))) * (cosine (cosine (seq648_RBCK1(t - 1) / seq717_SEPN1(t - 1)))))) * ((((seq812_ARHGAP25(t - 1) * seq237_ITGAE(t - 1)) + (sine seq828_RIPK5(t - 1))) * ((seq196_CASP4(t - 1) * seq1062_YIPF1(t - 1)) + (log seq905_FURIN(t - 1)))) + ((seq777_SIRPG(t - 1) * ((seq777_SIRPG(t - 1) * seq777_SIRPG(t - 1)) * (log (sine seq378_ACSL5(t - 1))))) * (log (sine seq378_ACSL5(t - 1)))))) / (sine (sine ((sine (seq1126_LYPLAL1(t - 1) / seq1169_POLR3A(t - 1))) * ((sine (seq1126_LYPLAL1(t - 1) / seq1169_POLR3A(t - 1))) * (cosine (seq140_OMA1(t - 1) + seq593_TMEM70(t - 1))))))));1,08;2169
CUL1 = seq1293_UGCGL1(t - 1);1,35;2023
FLJ39827 = log ((((seq578_UGCG(t - 1) + seq952_ARL6IP6(t - 1)) / (sine seq667_WNK1(t - 1))) / (sine seq667_WNK1(t - 1))) * ((seq648_RBCK1(t - 1) * seq685_PMF1(t - 1)) * (log seq335_ASXL2(t - 1))));1,04;2077
RBCK1 = log ((log ((log ((seq522_C12orf45(t - 1) * seq1069_GRAMD3(t - 1)) / (log (log seq346_TATDN1(t - 1))))) + ((((seq648_RBCK1(t - 1) / (log ((log ((log seq27_WDR19(t - 1)) / (log seq27_WDR19(t - 1)))) + ((((seq690_GNG10(t - 1) * seq1065_CD99(t - 1)) / (log seq346_TATDN1(t - 1))) - (log (seq658_SLFN11(t - 1) * seq489_NLRX1(t - 1)))) * ((seq522_C12orf45(t - 1) * seq494_RFC4(t - 1)) / (log seq346_TATDN1(t - 1))))))) + (log ((seq522_C12orf45(t - 1) * seq494_RFC4(t - 1)) / ((log seq27_WDR19(t - 1)) / ((seq690_GNG10(t - 1) * seq1065_CD99(t - 1)) - ((log seq1065_CD99(t - 1)) + (((seq658_SLFN11(t - 1) * seq489_NLRX1(t - 1)) - (seq297_LOC728006(t - 1) - seq469_MAF(t - 1))) * ((seq690_GNG10(t - 1) * seq1065_CD99(t - 1)) / ((log ((log (log seq346_TATDN1(t - 1))) + (((seq648_RBCK1(t - 1) / (log seq27_WDR19(t - 1))) - (seq297_LOC728006(t - 1) - seq469_MAF(t - 1))) * ((seq690_GNG10(t - 1) * seq1065_CD99(t - 1)) / (log seq297_LOC728006(t - 1)))))) + (((seq658_SLFN11(t - 1) * seq489_NLRX1(t - 1)) - (seq297_LOC728006(t - 1) - seq469_MAF(t - 1))) * ((seq690_GNG10(t - 1) * seq1065_CD99(t - 1)) / (log seq346_TATDN1(t - 1))))))))))))) * seq1065_CD99(t - 1)) * ((seq522_C12orf45(t - 1) * seq494_RFC4(t - 1)) / (log seq346_TATDN1(t - 1)))))) + (((seq658_SLFN11(t - 1) * (log (((seq690_GNG10(t - 1) * seq1065_CD99(t - 1)) / (seq690_GNG10(t - 1) * seq1065_CD99(t - 1))) + (((seq658_SLFN11(t - 1) * seq489_NLRX1(t - 1)) - seq1065_CD99(t - 1)) * ((seq494_RFC4(t - 1) + ((log seq346_TATDN1(t - 1)) * ((seq690_GNG10(t - 1) * seq1065_CD99(t - 1)) / (log seq346_TATDN1(t - 1))))) / (log seq346_TATDN1(t - 1))))))) - (seq297_LOC728006(t - 1) - seq469_MAF(t - 1))) * ((seq522_C12orf45(t - 1) * seq1065_CD99(t - 1)) / (log seq346_TATDN1(t - 1)))));1,25;2257
PPP1R10 = seq1007_FSCN1(t - 1);2,76;2067
