ITK;NFKBIA;CCNI;HNRPR;RPL24;TNFRSF14;GBP2;
CCNI;RPS17;CCNI;EVL;ENO1;ITM2A;EIF1;
WDR1;LOC731365;CCNI;WDR1;
MRCL3;NFKBIA;ITK;MRCL3;CIB1;
LEF1;LOC387820;TMEM123;WDR1;ITGB2;LEF1;LTA;SMAP2;ATP6V0C;
ITGB2;GGA1;CCND3;CCNI;WDR1;ITGB2;TNFRSF14;SMAP2;
RPL11;LOC731365;WDR1;RPL11;
NBPF20;PCBP1;NBPF20;PABPC1;ATP6V0C;
CIB1;TMEM123;WDR1;LTA;
ENO1;WDR1;SPOCK2;JTB;TNFRSF14;ENO1;SMAP2;ATP6V0C;EIF1;
TMEM123;LOC731365;ITGB2;ARHGDIB;LEF1;TNFRSF14;
GGA1;GGA1;WDR1;
LDHA;LDHA;CCNI;NBPF20;TNFRSF14;
RPS17;PTP4A2;ITK;CCNI;WDR1;LTA;NUCB1;TAP1;TNFRSF14;ENO1;ATP6V0C;
LOC731365;LOC387820;H2AFY;WDR1;
CCND3;TMEM123;CCNI;ATP6V0C;
HNRPR;SEMA4D;WDR1;PABPC1;
SPOCK2;WDR1;LTA;JTB;TAP1;ATP6V0C;
PCBP1;NFKBIA;LOC731365;H2AFY;CCNI;PCBP1;MRCL3;LEF1;TAP1;GBP2;
C11orf2;TMEM123;RPS17;CCNI;C11orf2;
ARHGDIB;WDR1;SPOCK2;ENO1;
TNFRSF14;ITK;
GBP2;ITK;
LOC387820;SPOCK2;CIB1;TNFRSF14;EIF1;
H2AFY;ITK;CCND3;WDR1;MRCL3;ARHGDIB;TAP1;TNFRSF14;GBP2;ITM2A;ATP6V0C;
SEMA4D;WDR1;TAP1;
FNBP1;FNBP1;LTA;GBP2;
TAP1;CCNI;PCBP1;LEF1;EIF1;
EIF1;LOC731365;TNFRSF14;
NFKBIA;CCNI;WDR1;TNFRSF25;ENO1;
PTP4A2;NFKBIA;PTP4A2;LOC731365;TNFRSF14;PABPC1;ATP6V0C;
LTA;WDR1;ARHGDIB;LTA;TNFRSF14;ENO1;
JTB;PCBP1;TNFRSF14;ITM2A;
NUCB1;RPL24;GBP2;
RPL24;LOC387820;LDHA;WDR1;TNFRSF14;
EVL;ITM2A;ATP6V0C;
TNFRSF25;ITK;WDR1;HNRPR;
PABPC1;LOC731365;CCNI;EVL;
SMAP2;ITK;WDR1;ITGB2;TNFRSF14;EIF1;
ITM2A;GGA1;ITK;TMEM123;CCNI;NBPF20;ENO1;
ATP6V0C;WDR1;ITGB2;TAP1;TNFRSF25;ATP6V0C;
