PRDM4;LRRC58;SETDB1;GVIN1;IKZF4;
SIRPG;CD28;WDR7;
THUMPD2;GNG10;RDH13;
ADARB1;PRDM4;SLAMF6;
IFI35;CCDC106;MUT;XPR1;
FVT1;CCDC106;
ENO2;CTSL1;C12orf45;SLC41A1;
C22orf29;BCL11A;C22orf29;TMEM70;
IKZF4;LRRN3;EPSTI1;
NUBP1;PUS3;PRDM4;
IFIT3;SLC41A1;
TM7SF2;FAM110A;MAF;FLOT1;PHACTR2;XPR1;
FAM110A;IFI35;XPR1;
CYSLTR1;PTPRC;MGAT2;
TATDN1;CCDC106;RBCK1;
TNFSF10;BCAS4;TRIM25;CTSB;
EPSTI1;LRRC58;TATDN1;XPR1;
ARD1A;FSCN1;ACSL5;ENO2;MUT;XPR1;
TRIM25;BTLA;
KIFAP3;GNG10;TRPV2;THUMPD2;DERL2;ATF3;
LGALS8;PRDM4;
TRIM21;BTLA;PMEPA1;TRAFD1;TM7SF2;
ARL6IP6;MAF;SLFN11;LRRN3;FLJ39827;OMA1;ITGAE;
PUS3;MIZF;
ACVR1;SLC41A1;PHACTR2;MUT;
C12orf45;PRPS2;HADH2;RBCK1;
LIG1;LRRN3;CISH;MIZF;XPR1;
CISH;CCDC106;
NSMCE2;MLLT11;TRIM25;LYPLAL1;
ZFYVE21;C12orf4;MIZF;
TRAFD1;OMA1;
ACSL5;CD28;ACSL5;CDC2L5;
CCNB1IP1;GNG10;TNFSF10;
RUNX1;FAM20B;CXCR5;CDC2L5;SNX5;
CTSL1;XPR1;
TIAM1;CCDC106;CDC2L5;XPR1;SEC11C;
SLFN11;RBCK1;
MAF;DTNBP1;RBCK1;
TMEM138;TMEM138;AGK;WDR7;RDH13;XPR1;RUNX1;
FSCN1;CYSLTR1;LRRN3;PPP1R10;RHOBTB3;
LOC348262;ASXL2;MGAT2;CDC2L5;
RBCK1;SIRPG;CD28;FLJ39827;RBCK1;VWCE;
WASPIP;RIPK5;FSCN1;
TELO2;LRRN3;PRDM4;FSCN1;XPR1;
XPR1;NLRX1;DOLPP1;LOC348262;CDC2L5;C9orf119;
ATF3;CDC2L5;XPR1;
ARL8B;SLFN11;TRIM25;XPR1;
LRRC58;LRRC58;SLC41A1;
NLRX1;FSCN1;RBCK1;
INSIG1;C12orf4;LOC348262;MIZF;KLRG1;
RHOBTB3;WNK1;LRRC8C;DTNBP1;TTC17;
UGCGL1;CUL1;DTNBP1;MIZF;XPR1;
CUL1;CDK7;CCDC106;RDH13;XPR1;
SLC41A1;CISH;CDC2L5;
OMA1;SNX4;CD28;BTLA;MGAT2;C9orf119;TM7SF2;
CUGBP2;IKZF4;
GVIN1;POLR3A;LRRN3;XPR1;
PMF1;C12orf4;UGCGL1;FLJ39827;PHACTR2;GVIN1;WASPIP;ATF3;
GMCL1;LRRN3;CD28;BPGM;CUGBP2;TRIM21;IKZF4;
UGCG;LOC339344;FLJ39827;STOM;
SNX4;DERL2;LOC348262;IKZF4;
GNG10;TRIM25;RBCK1;CDC2L5;METTL11A;TM7SF2;
SOCS1;C12orf4;ACSL5;CTSB;
SLAMF6;CISH;MUT;
RDH13;TATDN1;TCEAL3;
CD99;TATDN1;RBCK1;
SEC31A;PRDM4;CISH;PHACTR2;
LRRN3;LRRC58;FSCN1;PHACTR2;
SETDB1;SLFN11;MIZF;XPR1;
BCL11A;PRDM4;IQWD1;SLC41A1;LOC348262;CDC2L5;TELO2;SEC31A;
BRPF3;PRDM4;KLRG1;
LOC339344;CDC2L5;IKZF4;JAM3;
NFATC3;GIT2;NFATC3;SLC41A1;CDC2L5;GRAMD3;GMCL1;
TRPV2;LGALS8;
ARHGAP25;LRRN3;CD28;CCDC106;
MLLT11;TRIM25;
CDK7;LRRN3;CDC2L5;TRAK1;
WNK1;FLJ39827;DEF8;
CD28;PRDM4;DERL2;C9orf119;XPR1;
MAP6D1;XPR1;CTSB;
BRWD2;LOC339344;WDR19;DERL2;KLRG1;
PHF19;LOC339344;CDC2L5;
HADH2;PRPS2;NSMCE2;LSS;CCDC50;
MOBKL2A;PRPS2;ZDHHC18;PRDM4;BTLA;FVT1;XPR1;DUSP14;
PPP1R10;BTLA;RDH13;
MAST3;TTC37;BRWD2;GMCL1;CTSB;
C12orf4;INSIG1;
FLJ39827;PRPS2;CISH;TRIM25;
FHL3;PRPS2;XPR1;
ITGAE;CD28;
MED16;XPR1;ECOP;
METTL11A;CTSC;
DUSP14;ACVR1;C1orf122;
CASP4;CASP4;CD28;PRPF40A;MGAT2;SF3B1;
FLOT1;TTC39C;
PMEPA1;XPR1;TM7SF2;
PHACTR2;LRRC58;XPR1;
WDR7;BCAS4;SLC41A1;
SLC37A3;MAST3;TGFBRAP1;RDH13;TRAK1;CTSB;
CTSC;SEPN1;STAMBPL1;LOC339344;IQWD1;
BCAS4;DTNBP1;ACSL5;MIZF;
TTC37;MGAT2;MIZF;
RFC4;RFC4;RBCK1;
RIPK5;UGCG;LRRN3;CD28;IKZF4;
MRPS23;XPR1;
PRPF40A;PRDM4;PMEPA1;MGAT2;
BPGM;IFIT3;
MUT;FSCN1;ENO2;
VAV1;OMA1;XPR1;
SLC25A15;SLC25A15;ARD1A;PHACTR2;LOC348262;
FAM20B;EXOC2;XPR1;
LOC728006;FHL3;RBCK1;
EXOC2;MAF;BRE;ZFYVE21;CCDC106;ENO2;LOC728006;
LYPLAL1;CD28;CTSB;
RNF31;FSCN1;ATF3;
PRPS2;CISH;
ZNF473;FAM110A;ZNF473;TNIP2;C12orf4;PMF1;ATF3;
TGFBRAP1;LRRN3;LOC348262;
CXCR5;FAM89A;RDH13;
DERL2;DTNBP1;DERL2;RRBP1;
FURIN;CD28;SLC41A1;CDC2L5;XPR1;
VWCE;FSCN1;DTNBP1;CCDC106;
CCDC106;IQWD1;TRIM25;
TRAK1;LRRC58;WDR7;KIFAP3;MUT;
GRAMD3;CCDC106;RBCK1;XPR1;
TMEM70;SIRPG;CD28;WDR7;LOC348262;
ZDHHC18;SLC41A1;VAV1;
SEPN1;CD28;XPR1;
GNG5;FSCN1;CTSB;
STAMBPL1;LRRC58;TM7SF2;
TCEAL3;ACSL5;LOC348262;MUT;
LRRC8C;MUT;CD99;
GNG8;XPR1;
STOM;XPR1;
MGAT2;PRDM4;MGAT2;MIZF;C22orf29;NUBP1;XPR1;ARL8B;
SF3B1;MGAT2;RDH13;SSBP2;
KLRG1;LRRN3;SLC41A1;
SEC11C;LRRN3;GNG8;
JAM3;PRDM4;CARD8;RDH13;ENO2;XPR1;TM7SF2;
ECOP;RDH13;TM7SF2;
GIT2;TATDN1;C12orf4;RIPK5;ENO2;
C1orf122;GNG5;FSCN1;RDH13;C22orf29;FAM50B;
YIPF1;YIPF1;IQWD1;RIPK5;CD28;FURIN;
AGK;TM7SF2;
CARD8;MRPS23;CCNB1IP1;XPR1;PHF19;
WDR19;BRPF3;RBCK1;XPR1;
CDC2L5;MAP6D1;ADARB1;XPR1;KLRG1;
MIZF;PRPS2;FSCN1;XPR1;
TTC39C;PRDM4;IQWD1;LOC348262;
DEF8;CTSC;
TTC17;PHACTR2;
POLR3A;CD28;XPR1;
BRE;CISH;LOC348262;GVIN1;XPR1;KLRG1;ARL6IP6;
TNIP2;TIAM1;
IQWD1;SOCS1;LIG1;TRIM25;
DOLPP1;PRPS2;TATDN1;CDC2L5;XPR1;
ASXL2;FLJ39827;
SSBP2;ARHGAP25;
FAM50B;BRE;ACSL5;CCDC106;XPR1;
SNTB2;WDR7;OMA1;CTSC;SNTB2;
