AHCYL2;TIAM2;MELK;PRKCDBP;CCR4;
RTKN;TMPRSS6;PIGF;ALDH7A1;TBC1D16;
CSF2;MELK;
ACAA2;TMEM14A;
DIXDC1;RPL23AP7;BATF3;RORC;SLC27A2;
RORC;TGFBR3;CMAH;
CMAH;HUWE1;
PPME1;CDC42;RAD50;ATP1B1;PIGF;
FAM174B;SDHC;SRI;ATP1B1;
C10orf35;AGMAT;
C18orf24;NQO1;SRI;CMAH;
PTGFRN;RAD50;ICMT;HIBCH;
TMEM14A;PPAP2A;KIF11;
FADS1;CSF2;IL9;HJURP;NCAPG;ZWINT;CDKN3;
PSPH;DIXDC1;WDR34;
SLC39A4;TLCD1;WDR34;SLC38A5;
IL1R2;NQO1;S100A11;
CMC1;POLA1;C17orf58;RAB23;EBI3;FSD1;GLRX2;WDR34;
FBXO15;TGFBR3;
SDHC;C20orf55;TBC1D16;
ATP1B1;NQO1;WDR34;
FAM158A;C21orf63;PLP2;VASH1;
TIAM2;FAM43A;NEFH;PSPH;
PPP1R3F;RAD50;LOC441408;MORN2;BOLA2;IGFBP2;LOC442597;
INPP4B;TGFBR3;RASGRP3;
MELK;PPME1;PRKCDBP;DNAJC12;APOD;CMAH;TBC1D16;
FAM173A;BCAR3;MELK;CAMK1;TMEM14A;ZWINT;
BOLA2;PSMC3IP;NQO1;WDR34;CMAH;
ALDH7A1;NQO1;CMAH;
SLC27A2;B3GNT6;SRI;
C6orf173;LPAR5;FAM43A;CMAH;AGMAT;
KHDRBS3;RDH10;
CHRNA5;CMAH;
EBI3;C18orf24;AGMAT;
NCAPG;SLC1A4;
SLC1A4;CMAH;S100A11;
RASGRP3;TGFBR3;PIGF;
DPP3;TIAM2;TMEM14A;
NME1-NME2;AUH;SRI;
RDH10;KCNN4;
TCTEX1D2;SLC2A8;
PRKCDBP;BCAR3;
FAM43A;C11orf75;TBC1D16;
KCNN4;RPL23AP7;PPAP2A;
SLC38A5;RYR1;
C10orf58;STIL;RAD50;
S100A11;PRKCDBP;WDR34;LOC26010;
SULT1A3;FBXO15;
TBC1D16;HUWE1;PHF16;
NAPSA;NAPSB;S100A11;PSPH;
RPL23AP7;CHRNA5;PPAP2A;
STIL;NQO1;
ICMT;PPME1;NT5DC2;RDH10;GLRX2;DFNA5;
VDR;ACAA2;CD151;AP1S1;GOLPH4;
CBX2;RPL23AP7;KLRD1;
RDX;RDH10;DNAJC12;
LIF;PALLD;UBE2T;FADS1;
DNAJC12;TIAM2;NQO1;RPL23AP7;LPAR5;DNAJC12;S100A11;C10orf58;AGMAT;TBC1D16;
C3orf14;AHCYL2;
ZWINT;CHN1;SRI;FADS1;S100A11;
HOPX;CSF2;
TMEM110;TIAM2;SRI;
POLA1;CMAH;
RCAN1;TGFBR3;RCAN1;LIF;GALM;DPP3;TBC1D16;
GJB2;TGFBR3;AGMAT;
UBE2T;PSMC3IP;MELK;
TMEM118;C3orf14;HOPX;S100A11;
IL9;NQO1;MELK;HUWE1;C10orf58;PSPH;
KLRD1;DNAJC12;CMAH;
LOC26010;RAD50;ASPH;FREQ;ICHTHYIN;SLC39A4;
BCAR3;RDH10;CMAH;
RYR1;TIAM2;TGFBR3;NQO1;SLC1A4;
C20orf55;RPL36A;
IL24;GALM;CMAH;
C16orf48;TGFBR3;PRKCDBP;SLC25A4;
ICHTHYIN;PIGF;
SQRDL;PSMC3IP;
C21orf63;NME1-NME2;KIAA0746;
KIF11;S100A11;
KIF15;IL9;HUWE1;
SLC2A8;TGFBR3;SRI;
C17orf58;GJB2;NAPSA;IL9;PPAP2A;KIF15;
DHFRL1;PPP1R3F;KHDRBS3;DHFRL1;PPAP2A;C16orf48;PDLIM7;
CCR6;GALM;
CCR4;SQRDL;PIGF;CCR4;
NEFH;MELK;PPME1;
HIBCH;C17orf58;NQO1;FAM173A;RDX;TMEM118;LIF;C10orf58;
BATF3;SLC1A4;CMAH;S100A11;PSPH;TBC1D16;
GLRX2;IL24;S100A11;
WDR34;TGFBR3;DNAJC12;
SLC39A14;CMC1;GLRX2;SLC39A14;F5;
C21orf70;BATF3;RORC;PTGFRN;C21orf70;
F5;RAD50;
TGFBR3;S100A11;
ASPH;RAD50;PPAP2A;CMAH;
KIFC1;KIFC1;TK1;S100A11;
PALLD;RAD50;CD70;
IVD;CSF2;IVD;MORG1;
PPAP2A;TGFBR3;GLRX2;
COL6A3;COL6A3;
TLCD1;SERP2;RTKN;VDR;WBP5;PCBD1;
PIGF;TIAM2;PPAP2A;C10orf35;
SLC25A4;PSMC3IP;RAD50;S100A11;AGMAT;
RPL36A;NFS1;SLC1A4;GLRX2;TBC1D16;
SRI;BCAR3;RDH10;CBX2;ANXA6;
C17orf79;C17orf79;RDH10;FADS1;
PSMC3IP;BCAR3;RPL23AP7;DHRS9;
C11orf75;TIAM2;
NFS1;PSMC3IP;IL9;FSD1;PIGF;
RAB23;C6orf173;TCTEX1D2;S100A11;TMEM110;TBC1D16;
AK3L1;LPAR5;
WBP5;IL1R2;PPAP2A;AGMAT;
MORG1;PPME1;FAM174B;SRI;AGMAT;
LAIR2;PPME1;SRI;FAM158A;CCR4;
FSD1;BCAR3;TGFBR3;PPAP2A;FSD1;SPC25;
CD70;TIAM2;SLC1A4;WDR34;
HUWE1;LAIR2;TK1;SULT1A3;
AGMAT;HUWE1;
KIAA0746;PPME1;
MORN2;RAD50;AK3L1;LIF;TK1;
