CDKN1A;DNMT1;DDIT4;
ARPC5L;KRTCAP2;PPP1R14B;CAB39;BOLA2;S100A10;
FVT1;SEC61A1;KRTCAP2;
SEC61A1;GAK;IMPDH2;MFNG;GTPBP6;LDLR;
PPP1CC;ADAM19;PPP1CC;CMTM3;FLJ21438;NDUFV1;BATF;
KRTCAP2;ARMET;KRTCAP2;GNPDA1;INSIG1;TCEB1;LOC650518;COX5A;
TMEM147;PPP1CC;SEC61A1;KRTCAP2;HMGCS1;MRPS22;CRIP1;
WDR6;PPP1CC;TCEB1;S100A10;
RAB8A;PPP1CC;SEC61A1;CMTM3;ARPC5L;RAB8A;
HMGCS1;KRTCAP2;MRPS22;TCEB1;
MRPS22;MRPS22;TCEB1;
GTPBP6;ARMET;KRTCAP2;WDR6;TCEB1;
DYNLL1;PPP1CC;KRTCAP2;LRRN3;STAT1;
REXO2;CMTM3;CRIP1;
GAK;GAK;PFKFB3;CMTM3;WDR6;OCIAD2;REXO2;FLJ21438;S100A10;
CTSL1;ADAM19;ARMET;PPP1R14B;GNPDA1;TCEB1;RAB3GAP1;
ADAM19;RAB3GAP1;
PSMA6;ARMET;KRTCAP2;BOLA2;RAB3GAP1;
MFNG;PPP1CC;MFNG;BOLA2;NPM3;
DDIT4;LOC653884;DDIT4;S100A10;
BOLA2;MFNG;BOLA2;OCIAD2;NPM3;PSMB8;
LOC653884;PSMA6;KRTCAP2;DDIT4;WDR6;DYNLL1;RAB3GAP1;
MCM3;PPP1CC;KRTCAP2;IMPDH2;
FLJ21438;ARMET;KRTCAP2;MRPS22;NDUFV1;C17orf70;
C16orf61;MRPS22;IL2RB;COX5A;
ENY2;PPP1CC;ENY2;CMTM3;
DNMT1;PPP1R14B;STAT1;DYNLL1;C17orf70;
PFKFB3;KRTCAP2;CRIP1;
NOTCH1;REXO2;
CAB39;DNMT1;PPP1R14B;CMTM3;WDR6;NDUFV1;
INSIG1;ARMET;PSMA6;WDR6;
BHLHB2;KRTCAP2;BOLA2;RAB3GAP1;
ROD1;CD52;PPP1R14B;MFNG;INSIG1;BHLHB2;NPM3;ROD1;
CRIP1;KRTCAP2;WDR6;NPM3;CRIP1;
COX5A;ARMET;CRIP1;
ARMET;CTSL1;ARMET;C16orf61;STAT1;NPM3;
PTDSS1;KRTCAP2;CAB39;LOC653884;BOLA2;TCEB1;
TDG;TDG;INSIG1;BOLA2;SEC24C;CRIP1;NDUFV1;BATF;
TCEB1;GAK;MCM3;COX5A;
NDUFV1;BOLA2;S100A10;LOC606724;
LDLR;KRTCAP2;
C17orf70;TMEM147;CMTM3;STAT1;TCEB1;
S100A10;CMTM3;BOLA2;
PPP1R14B;SEC61A1;PPP1R14B;NPM3;
LRRN3;LRRN3;TCEB1;
CMTM3;CRIP1;
STAT1;ADAM19;CMTM3;STAT1;MFNG;MCM3;TCEB1;NPM3;NDUFV1;
LOC387841;PSMA6;PTDSS1;MRPS22;FLJ21438;
C22orf13;ADAM19;LOC387841;C22orf13;
NPM3;CMTM3;DYNLL1;
PSMB8;ARMET;CDKN1A;NOTCH1;DDIT4;FVT1;S100A10;
BATF;PSMA6;STAT1;MFNG;DYNLL1;
LOC606724;PPP1CC;C16orf61;CMTM3;DDIT4;PSMB8;
GNPDA1;KRTCAP2;PPP1R14B;BOLA2;LDLR;
IMPDH2;MRPS22;MCM3;NPM3;
IL2RB;BOLA2;DYNLL1;
OCIAD2;PPP1CC;SEC61A1;LRRN3;TCEB1;REXO2;
SEC24C;BOLA2;DDIT4;DYNLL1;S100A10;
LOC650518;KRTCAP2;CMTM3;C17orf70;
RAB3GAP1;SEC61A1;PPP1R14B;CDKN1A;
